Date,Visitor/Neutral,PTS,Home/Neutral,PTS,Winner Name,Loser Name,Winner,Loser
Fri Dec 23 2016,Golden State Warriors,119,Detroit Pistons,113,Golden State Warriors,Detroit Pistons,GSW,DET
Fri Dec 23 2016,Dallas Mavericks,90,Los Angeles Clippers,88,Dallas Mavericks,Los Angeles Clippers,DAL,LAC
Fri Dec 23 2016,Houston Rockets,109,Memphis Grizzlies,115,Memphis Grizzlies,Houston Rockets,MEM,HOU
Fri Dec 23 2016,Washington Wizards,96,Milwaukee Bucks,123,Milwaukee Bucks,Washington Wizards,MIL,WAS
Fri Dec 23 2016,Sacramento Kings,109,Minnesota Timberwolves,105,Sacramento Kings,Minnesota Timberwolves,SAC,MIN
Fri Dec 23 2016,Miami Heat,87,New Orleans Pelicans,91,New Orleans Pelicans,Miami Heat,NOP,MIA
Fri Dec 23 2016,Los Angeles Lakers,90,Orlando Magic,109,Orlando Magic,Los Angeles Lakers,ORL,LAL
Fri Dec 23 2016,Philadelphia 76ers,116,Phoenix Suns,123,Phoenix Suns,Philadelphia 76ers,PHX,PHI
Fri Dec 23 2016,San Antonio Spurs,110,Portland Trail Blazers,90,San Antonio Spurs,Portland Trail Blazers,SAS,POR
Fri Dec 23 2016,Toronto Raptors,104,Utah Jazz,98,Toronto Raptors,Utah Jazz,TOR,UTA
Sun Dec 25 2016,Golden State Warriors,108,Cleveland Cavaliers,109,Cleveland Cavaliers,Golden State Warriors,CLE,GSW
Sun Dec 25 2016,Los Angeles Clippers,102,Los Angeles Lakers,111,Los Angeles Lakers,Los Angeles Clippers,LAL,LAC
Sun Dec 25 2016,Boston Celtics,119,New York Knicks,114,Boston Celtics,New York Knicks,BOS,NYK
Sun Dec 25 2016,Minnesota Timberwolves,100,Oklahoma City Thunder,112,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN
Sun Dec 25 2016,Chicago Bulls,100,San Antonio Spurs,119,San Antonio Spurs,Chicago Bulls,SAS,CHI
Mon Dec 26 2016,Charlotte Hornets,118,Brooklyn Nets,120,Brooklyn Nets,Charlotte Hornets,BKN,CHA
Mon Dec 26 2016,Indiana Pacers,85,Chicago Bulls,90,Chicago Bulls,Indiana Pacers,CHI,IND
Mon Dec 26 2016,Cleveland Cavaliers,90,Detroit Pistons,106,Detroit Pistons,Cleveland Cavaliers,DET,CLE
Mon Dec 26 2016,Phoenix Suns,115,Houston Rockets,131,Houston Rockets,Phoenix Suns,HOU,PHX
Mon Dec 26 2016,Denver Nuggets,106,Los Angeles Clippers,102,Denver Nuggets,Los Angeles Clippers,DEN,LAC
Mon Dec 26 2016,Atlanta Hawks,90,Minnesota Timberwolves,104,Minnesota Timberwolves,Atlanta Hawks,MIN,ATL
Mon Dec 26 2016,Dallas Mavericks,104,New Orleans Pelicans,111,New Orleans Pelicans,Dallas Mavericks,NOP,DAL
Mon Dec 26 2016,Memphis Grizzlies,102,Orlando Magic,112,Orlando Magic,Memphis Grizzlies,ORL,MEM
Mon Dec 26 2016,Toronto Raptors,95,Portland Trail Blazers,91,Toronto Raptors,Portland Trail Blazers,TOR,POR
Mon Dec 26 2016,Philadelphia 76ers,100,Sacramento Kings,102,Sacramento Kings,Philadelphia 76ers,SAC,PHI
Mon Dec 26 2016,Milwaukee Bucks,102,Washington Wizards,107,Washington Wizards,Milwaukee Bucks,WAS,MIL
Tue Dec 27 2016,Memphis Grizzlies,103,Boston Celtics,113,Boston Celtics,Memphis Grizzlies,BOS,MEM
Tue Dec 27 2016,Houston Rockets,123,Dallas Mavericks,107,Houston Rockets,Dallas Mavericks,HOU,DAL
Tue Dec 27 2016,Utah Jazz,102,Los Angeles Lakers,100,Utah Jazz,Los Angeles Lakers,UTA,LAL
Tue Dec 27 2016,Oklahoma City Thunder,106,Miami Heat,94,Oklahoma City Thunder,Miami Heat,OKC,MIA
Wed Dec 28 2016,New York Knicks,98,Atlanta Hawks,102,Atlanta Hawks,New York Knicks,ATL,NYK
Wed Dec 28 2016,Brooklyn Nets,99,Chicago Bulls,101,Chicago Bulls,Brooklyn Nets,CHI,BKN
Wed Dec 28 2016,Minnesota Timberwolves,103,Denver Nuggets,105,Denver Nuggets,Minnesota Timberwolves,DEN,MIN
Wed Dec 28 2016,Milwaukee Bucks,119,Detroit Pistons,94,Milwaukee Bucks,Detroit Pistons,MIL,DET
Wed Dec 28 2016,Toronto Raptors,111,Golden State Warriors,121,Golden State Warriors,Toronto Raptors,GSW,TOR
Wed Dec 28 2016,Los Angeles Clippers,98,New Orleans Pelicans,102,New Orleans Pelicans,Los Angeles Clippers,NOP,LAC
Wed Dec 28 2016,Charlotte Hornets,120,Orlando Magic,101,Charlotte Hornets,Orlando Magic,CHA,ORL
Wed Dec 28 2016,Sacramento Kings,89,Portland Trail Blazers,102,Portland Trail Blazers,Sacramento Kings,POR,SAC
Wed Dec 28 2016,Phoenix Suns,98,San Antonio Spurs,119,San Antonio Spurs,Phoenix Suns,SAS,PHX
Wed Dec 28 2016,Indiana Pacers,105,Washington Wizards,111,Washington Wizards,Indiana Pacers,WAS,IND
Thu Dec 29 2016,Miami Heat,82,Charlotte Hornets,91,Charlotte Hornets,Miami Heat,CHA,MIA
Thu Dec 29 2016,Boston Celtics,118,Cleveland Cavaliers,124,Cleveland Cavaliers,Boston Celtics,CLE,BOS
Thu Dec 29 2016,Dallas Mavericks,101,Los Angeles Lakers,89,Dallas Mavericks,Los Angeles Lakers,DAL,LAL
Thu Dec 29 2016,Oklahoma City Thunder,80,Memphis Grizzlies,114,Memphis Grizzlies,Oklahoma City Thunder,MEM,OKC
Thu Dec 29 2016,Toronto Raptors,91,Phoenix Suns,99,Phoenix Suns,Toronto Raptors,PHX,TOR
Thu Dec 29 2016,Philadelphia 76ers,83,Utah Jazz,100,Utah Jazz,Philadelphia 76ers,UTA,PHI
Fri Dec 30 2016,Detroit Pistons,98,Atlanta Hawks,105,Atlanta Hawks,Detroit Pistons,ATL,DET
Fri Dec 30 2016,Miami Heat,114,Boston Celtics,117,Boston Celtics,Miami Heat,BOS,MIA
Fri Dec 30 2016,Philadelphia 76ers,124,Denver Nuggets,122,Philadelphia 76ers,Denver Nuggets,PHI,DEN
Fri Dec 30 2016,Dallas Mavericks,99,Golden State Warriors,108,Golden State Warriors,Dallas Mavericks,GSW,DAL
Fri Dec 30 2016,Los Angeles Clippers,116,Houston Rockets,140,Houston Rockets,Los Angeles Clippers,HOU,LAC
Fri Dec 30 2016,Chicago Bulls,101,Indiana Pacers,111,Indiana Pacers,Chicago Bulls,IND,CHI
Fri Dec 30 2016,Milwaukee Bucks,99,Minnesota Timberwolves,116,Minnesota Timberwolves,Milwaukee Bucks,MIN,MIL
Fri Dec 30 2016,New York Knicks,92,New Orleans Pelicans,104,New Orleans Pelicans,New York Knicks,NOP,NYK
Fri Dec 30 2016,Portland Trail Blazers,94,San Antonio Spurs,110,San Antonio Spurs,Portland Trail Blazers,SAS,POR
Fri Dec 30 2016,Brooklyn Nets,95,Washington Wizards,118,Washington Wizards,Brooklyn Nets,WAS,BKN
Sat Dec 31 2016,Milwaukee Bucks,116,Chicago Bulls,96,Milwaukee Bucks,Chicago Bulls,MIL,CHI
Sat Dec 31 2016,Cleveland Cavaliers,121,Charlotte Hornets,109,Cleveland Cavaliers,Charlotte Hornets,CLE,CHA
Sat Dec 31 2016,New York Knicks,122,Houston Rockets,129,Houston Rockets,New York Knicks,HOU,NYK
Sat Dec 31 2016,Los Angeles Clippers,88,Oklahoma City Thunder,114,Oklahoma City Thunder,Los Angeles Clippers,OKC,LAC
Sat Dec 31 2016,Memphis Grizzlies,112,Sacramento Kings,98,Memphis Grizzlies,Sacramento Kings,MEM,SAC
Sat Dec 31 2016,Phoenix Suns,86,Utah Jazz,91,Utah Jazz,Phoenix Suns,UTA,PHX
Sun Jan 1 2017,San Antonio Spurs,112,Atlanta Hawks,114,Atlanta Hawks,San Antonio Spurs,ATL,SAS
Sun Jan 1 2017,Orlando Magic,104,Indiana Pacers,117,Indiana Pacers,Orlando Magic,IND,ORL
Sun Jan 1 2017,Toronto Raptors,123,Los Angeles Lakers,114,Toronto Raptors,Los Angeles Lakers,TOR,LAL
Sun Jan 1 2017,Detroit Pistons,107,Miami Heat,98,Detroit Pistons,Miami Heat,DET,MIA
Sun Jan 1 2017,Portland Trail Blazers,95,Minnesota Timberwolves,89,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN
Mon Jan 2 2017,Utah Jazz,101,Brooklyn Nets,89,Utah Jazz,Brooklyn Nets,UTA,BKN
Mon Jan 2 2017,Charlotte Hornets,111,Chicago Bulls,118,Chicago Bulls,Charlotte Hornets,CHI,CHA
Mon Jan 2 2017,New Orleans Pelicans,82,Cleveland Cavaliers,90,Cleveland Cavaliers,New Orleans Pelicans,CLE,NOP
Mon Jan 2 2017,Denver Nuggets,119,Golden State Warriors,127,Golden State Warriors,Denver Nuggets,GSW,DEN
Mon Jan 2 2017,Washington Wizards,91,Houston Rockets,101,Houston Rockets,Washington Wizards,HOU,WAS
Mon Jan 2 2017,Phoenix Suns,98,Los Angeles Clippers,109,Los Angeles Clippers,Phoenix Suns,LAC,PHX
Mon Jan 2 2017,Oklahoma City Thunder,94,Milwaukee Bucks,98,Milwaukee Bucks,Oklahoma City Thunder,MIL,OKC
Mon Jan 2 2017,Orlando Magic,115,New York Knicks,103,Orlando Magic,New York Knicks,ORL,NYK
Tue Jan 3 2017,Utah Jazz,104,Boston Celtics,115,Boston Celtics,Utah Jazz,BOS,UTA
Tue Jan 3 2017,Washington Wizards,105,Dallas Mavericks,113,Dallas Mavericks,Washington Wizards,DAL,WAS
Tue Jan 3 2017,Sacramento Kings,120,Denver Nuggets,113,Sacramento Kings,Denver Nuggets,SAC,DEN
Tue Jan 3 2017,Indiana Pacers,121,Detroit Pistons,116,Indiana Pacers,Detroit Pistons,IND,DET
Tue Jan 3 2017,Memphis Grizzlies,102,Los Angeles Lakers,116,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM
Tue Jan 3 2017,Minnesota Timberwolves,91,Philadelphia 76ers,93,Philadelphia 76ers,Minnesota Timberwolves,PHI,MIN
Tue Jan 3 2017,Miami Heat,90,Phoenix Suns,99,Phoenix Suns,Miami Heat,PHX,MIA
Tue Jan 3 2017,Toronto Raptors,82,San Antonio Spurs,110,San Antonio Spurs,Toronto Raptors,SAS,TOR
Wed Jan 4 2017,Oklahoma City Thunder,112,Charlotte Hornets,123,Charlotte Hornets,Oklahoma City Thunder,CHA,OKC
Wed Jan 4 2017,Chicago Bulls,106,Cleveland Cavaliers,94,Chicago Bulls,Cleveland Cavaliers,CHI,CLE
Wed Jan 4 2017,Portland Trail Blazers,117,Golden State Warriors,125,Golden State Warriors,Portland Trail Blazers,GSW,POR
Wed Jan 4 2017,Memphis Grizzlies,106,Los Angeles Clippers,115,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM
Wed Jan 4 2017,Milwaukee Bucks,105,New York Knicks,104,Milwaukee Bucks,New York Knicks,MIL,NYK
Wed Jan 4 2017,Atlanta Hawks,111,Orlando Magic,92,Atlanta Hawks,Orlando Magic,ATL,ORL
Wed Jan 4 2017,Miami Heat,107,Sacramento Kings,102,Miami Heat,Sacramento Kings,MIA,SAC
Thu Jan 5 2017,Phoenix Suns,102,Dallas Mavericks,95,Phoenix Suns,Dallas Mavericks,PHX,DAL
Thu Jan 5 2017,San Antonio Spurs,127,Denver Nuggets,99,San Antonio Spurs,Denver Nuggets,SAS,DEN
Thu Jan 5 2017,Charlotte Hornets,114,Detroit Pistons,115,Detroit Pistons,Charlotte Hornets,DET,CHA
Thu Jan 5 2017,Oklahoma City Thunder,116,Houston Rockets,118,Houston Rockets,Oklahoma City Thunder,HOU,OKC
Thu Jan 5 2017,Brooklyn Nets,109,Indiana Pacers,121,Indiana Pacers,Brooklyn Nets,IND,BKN
Thu Jan 5 2017,Atlanta Hawks,99,New Orleans Pelicans,94,Atlanta Hawks,New Orleans Pelicans,ATL,NOP
Thu Jan 5 2017,Los Angeles Lakers,109,Portland Trail Blazers,118,Portland Trail Blazers,Los Angeles Lakers,POR,LAL
Thu Jan 5 2017,Utah Jazz,93,Toronto Raptors,101,Toronto Raptors,Utah Jazz,TOR,UTA
Fri Jan 6 2017,Philadelphia 76ers,106,Boston Celtics,110,Boston Celtics,Philadelphia 76ers,BOS,PHI
Fri Jan 6 2017,Cleveland Cavaliers,116,Brooklyn Nets,108,Cleveland Cavaliers,Brooklyn Nets,CLE,BKN
Fri Jan 6 2017,Memphis Grizzlies,128,Golden State Warriors,119,Memphis Grizzlies,Golden State Warriors,MEM,GSW
Fri Jan 6 2017,Miami Heat,100,Los Angeles Lakers,127,Los Angeles Lakers,Miami Heat,LAL,MIA
Fri Jan 6 2017,New York Knicks,116,Milwaukee Bucks,111,New York Knicks,Milwaukee Bucks,NYK,MIL
Fri Jan 6 2017,Houston Rockets,100,Orlando Magic,93,Houston Rockets,Orlando Magic,HOU,ORL
Fri Jan 6 2017,Los Angeles Clippers,106,Sacramento Kings,98,Los Angeles Clippers,Sacramento Kings,LAC,SAC
Fri Jan 6 2017,Minnesota Timberwolves,105,Washington Wizards,112,Washington Wizards,Minnesota Timberwolves,WAS,MIN
Sat Jan 7 2017,New Orleans Pelicans,108,Boston Celtics,117,Boston Celtics,New Orleans Pelicans,BOS,NOP
Sat Jan 7 2017,Toronto Raptors,118,Chicago Bulls,123,Chicago Bulls,Toronto Raptors,CHI,TOR
Sat Jan 7 2017,Atlanta Hawks,97,Dallas Mavericks,82,Atlanta Hawks,Dallas Mavericks,ATL,DAL
Sat Jan 7 2017,New York Knicks,109,Indiana Pacers,123,Indiana Pacers,New York Knicks,IND,NYK
Sat Jan 7 2017,Utah Jazz,94,Minnesota Timberwolves,92,Utah Jazz,Minnesota Timberwolves,UTA,MIN
Sat Jan 7 2017,Denver Nuggets,106,Oklahoma City Thunder,121,Oklahoma City Thunder,Denver Nuggets,OKC,DEN
Sat Jan 7 2017,Charlotte Hornets,85,San Antonio Spurs,102,San Antonio Spurs,Charlotte Hornets,SAS,CHA
Sun Jan 8 2017,Philadelphia 76ers,105,Brooklyn Nets,95,Philadelphia 76ers,Brooklyn Nets,PHI,BKN
Sun Jan 8 2017,Miami Heat,86,Los Angeles Clippers,98,Los Angeles Clippers,Miami Heat,LAC,MIA
Sun Jan 8 2017,Orlando Magic,95,Los Angeles Lakers,111,Los Angeles Lakers,Orlando Magic,LAL,ORL
Sun Jan 8 2017,Utah Jazz,79,Memphis Grizzlies,88,Memphis Grizzlies,Utah Jazz,MEM,UTA
Sun Jan 8 2017,Washington Wizards,107,Milwaukee Bucks,101,Washington Wizards,Milwaukee Bucks,WAS,MIL
Sun Jan 8 2017,Cleveland Cavaliers,120,Phoenix Suns,116,Cleveland Cavaliers,Phoenix Suns,CLE,PHX
Sun Jan 8 2017,Detroit Pistons,125,Portland Trail Blazers,124,Detroit Pistons,Portland Trail Blazers,DET,POR
Sun Jan 8 2017,Golden State Warriors,117,Sacramento Kings,106,Golden State Warriors,Sacramento Kings,GSW,SAC
Sun Jan 8 2017,Houston Rockets,129,Toronto Raptors,122,Houston Rockets,Toronto Raptors,HOU,TOR
Mon Jan 9 2017,Oklahoma City Thunder,109,Chicago Bulls,94,Oklahoma City Thunder,Chicago Bulls,OKC,CHI
Mon Jan 9 2017,Dallas Mavericks,92,Minnesota Timberwolves,101,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL
Mon Jan 9 2017,New Orleans Pelicans,110,New York Knicks,96,New Orleans Pelicans,New York Knicks,NOP,NYK
Tue Jan 10 2017,Atlanta Hawks,117,Brooklyn Nets,97,Atlanta Hawks,Brooklyn Nets,ATL,BKN
Tue Jan 10 2017,Miami Heat,95,Golden State Warriors,107,Golden State Warriors,Miami Heat,GSW,MIA
Tue Jan 10 2017,Charlotte Hornets,114,Houston Rockets,121,Houston Rockets,Charlotte Hornets,HOU,CHA
Tue Jan 10 2017,Portland Trail Blazers,108,Los Angeles Lakers,87,Portland Trail Blazers,Los Angeles Lakers,POR,LAL
Tue Jan 10 2017,Detroit Pistons,94,Sacramento Kings,100,Sacramento Kings,Detroit Pistons,SAC,DET
Tue Jan 10 2017,Milwaukee Bucks,109,San Antonio Spurs,107,Milwaukee Bucks,San Antonio Spurs,MIL,SAS
Tue Jan 10 2017,Boston Celtics,106,Toronto Raptors,114,Toronto Raptors,Boston Celtics,TOR,BOS
Tue Jan 10 2017,Cleveland Cavaliers,92,Utah Jazz,100,Utah Jazz,Cleveland Cavaliers,UTA,CLE
Tue Jan 10 2017,Chicago Bulls,99,Washington Wizards,101,Washington Wizards,Chicago Bulls,WAS,CHI
Wed Jan 11 2017,Washington Wizards,108,Boston Celtics,117,Boston Celtics,Washington Wizards,BOS,WAS
Wed Jan 11 2017,Orlando Magic,96,Los Angeles Clippers,105,Los Angeles Clippers,Orlando Magic,LAC,ORL
Wed Jan 11 2017,Houston Rockets,105,Minnesota Timberwolves,119,Minnesota Timberwolves,Houston Rockets,MIN,HOU
Wed Jan 11 2017,Memphis Grizzlies,95,Oklahoma City Thunder,103,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM
Wed Jan 11 2017,New York Knicks,97,Philadelphia 76ers,98,Philadelphia 76ers,New York Knicks,PHI,NYK
Wed Jan 11 2017,Cleveland Cavaliers,86,Portland Trail Blazers,102,Portland Trail Blazers,Cleveland Cavaliers,POR,CLE
Thu Jan 12 2017,New Orleans Pelicans,104,Brooklyn Nets,95,New Orleans Pelicans,Brooklyn Nets,NOP,BKN
Thu Jan 12 2017,Indiana Pacers,112,Denver Nuggets,140,Denver Nuggets,Indiana Pacers,DEN,IND
Thu Jan 12 2017,Detroit Pistons,107,Golden State Warriors,127,Golden State Warriors,Detroit Pistons,GSW,DET
Thu Jan 12 2017,Chicago Bulls,89,New York Knicks,104,New York Knicks,Chicago Bulls,NYK,CHI
Thu Jan 12 2017,Dallas Mavericks,113,Phoenix Suns,108,Dallas Mavericks,Phoenix Suns,DAL,PHX
Thu Jan 12 2017,Los Angeles Lakers,94,San Antonio Spurs,134,San Antonio Spurs,Los Angeles Lakers,SAS,LAL
Fri Jan 13 2017,Boston Celtics,103,Atlanta Hawks,101,Boston Celtics,Atlanta Hawks,BOS,ATL
Fri Jan 13 2017,Memphis Grizzlies,110,Houston Rockets,105,Memphis Grizzlies,Houston Rockets,MEM,HOU
Fri Jan 13 2017,Miami Heat,108,Milwaukee Bucks,116,Milwaukee Bucks,Miami Heat,MIL,MIA
Fri Jan 13 2017,Oklahoma City Thunder,86,Minnesota Timberwolves,96,Minnesota Timberwolves,Oklahoma City Thunder,MIN,OKC
Fri Jan 13 2017,Charlotte Hornets,93,Philadelphia 76ers,102,Philadelphia 76ers,Charlotte Hornets,PHI,CHA
Fri Jan 13 2017,Orlando Magic,115,Portland Trail Blazers,109,Orlando Magic,Portland Trail Blazers,ORL,POR
Fri Jan 13 2017,Cleveland Cavaliers,120,Sacramento Kings,108,Cleveland Cavaliers,Sacramento Kings,CLE,SAC
Fri Jan 13 2017,Brooklyn Nets,113,Toronto Raptors,132,Toronto Raptors,Brooklyn Nets,TOR,BKN
Fri Jan 13 2017,Detroit Pistons,77,Utah Jazz,110,Utah Jazz,Detroit Pistons,UTA,DET
Sat Jan 14 2017,New Orleans Pelicans,99,Chicago Bulls,107,Chicago Bulls,New Orleans Pelicans,CHI,NOP
Sat Jan 14 2017,Los Angeles Lakers,97,Los Angeles Clippers,113,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL
Sat Jan 14 2017,San Antonio Spurs,105,Phoenix Suns,108,Phoenix Suns,San Antonio Spurs,PHX,SAS
Sat Jan 14 2017,Orlando Magic,107,Utah Jazz,114,Utah Jazz,Orlando Magic,UTA,ORL
Sat Jan 14 2017,Philadelphia 76ers,93,Washington Wizards,109,Washington Wizards,Philadelphia 76ers,WAS,PHI
Sun Jan 15 2017,Milwaukee Bucks,98,Atlanta Hawks,111,Atlanta Hawks,Milwaukee Bucks,ATL,MIL
Sun Jan 15 2017,Houston Rockets,137,Brooklyn Nets,112,Houston Rockets,Brooklyn Nets,HOU,BKN
Sun Jan 15 2017,Minnesota Timberwolves,87,Dallas Mavericks,98,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN
Sun Jan 15 2017,Detroit Pistons,102,Los Angeles Lakers,97,Detroit Pistons,Los Angeles Lakers,DET,LAL
Sun Jan 15 2017,Chicago Bulls,108,Memphis Grizzlies,104,Chicago Bulls,Memphis Grizzlies,CHI,MEM
Sun Jan 15 2017,Oklahoma City Thunder,122,Sacramento Kings,118,Oklahoma City Thunder,Sacramento Kings,OKC,SAC
Sun Jan 15 2017,New York Knicks,101,Toronto Raptors,116,Toronto Raptors,New York Knicks,TOR,NYK
Mon Jan 16 2017,Charlotte Hornets,98,Boston Celtics,108,Boston Celtics,Charlotte Hornets,BOS,CHA
Mon Jan 16 2017,Orlando Magic,112,Denver Nuggets,125,Denver Nuggets,Orlando Magic,DEN,ORL
Mon Jan 16 2017,Cleveland Cavaliers,91,Golden State Warriors,126,Golden State Warriors,Cleveland Cavaliers,GSW,CLE
Mon Jan 16 2017,New Orleans Pelicans,95,Indiana Pacers,98,Indiana Pacers,New Orleans Pelicans,IND,NOP
Mon Jan 16 2017,Oklahoma City Thunder,98,Los Angeles Clippers,120,Los Angeles Clippers,Oklahoma City Thunder,LAC,OKC
Mon Jan 16 2017,Philadelphia 76ers,113,Milwaukee Bucks,104,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL
Mon Jan 16 2017,Atlanta Hawks,108,New York Knicks,107,Atlanta Hawks,New York Knicks,ATL,NYK
Mon Jan 16 2017,Utah Jazz,106,Phoenix Suns,101,Utah Jazz,Phoenix Suns,UTA,PHX
Mon Jan 16 2017,Portland Trail Blazers,101,Washington Wizards,120,Washington Wizards,Portland Trail Blazers,WAS,POR
Tue Jan 17 2017,Toronto Raptors,119,Brooklyn Nets,109,Toronto Raptors,Brooklyn Nets,TOR,BKN
Tue Jan 17 2017,Dallas Mavericks,99,Chicago Bulls,98,Dallas Mavericks,Chicago Bulls,DAL,CHI
Tue Jan 17 2017,Denver Nuggets,127,Los Angeles Lakers,121,Denver Nuggets,Los Angeles Lakers,DEN,LAL
Tue Jan 17 2017,Houston Rockets,103,Miami Heat,109,Miami Heat,Houston Rockets,MIA,HOU
Tue Jan 17 2017,Minnesota Timberwolves,114,San Antonio Spurs,122,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN
Wed Jan 18 2017,New York Knicks,117,Boston Celtics,106,New York Knicks,Boston Celtics,NYK,BOS
Wed Jan 18 2017,Portland Trail Blazers,85,Charlotte Hornets,107,Charlotte Hornets,Portland Trail Blazers,CHA,POR
Wed Jan 18 2017,Atlanta Hawks,95,Detroit Pistons,118,Detroit Pistons,Atlanta Hawks,DET,ATL
Wed Jan 18 2017,Oklahoma City Thunder,100,Golden State Warriors,121,Golden State Warriors,Oklahoma City Thunder,GSW,OKC
Wed Jan 18 2017,Milwaukee Bucks,92,Houston Rockets,111,Houston Rockets,Milwaukee Bucks,HOU,MIL
Wed Jan 18 2017,Orlando Magic,98,New Orleans Pelicans,118,New Orleans Pelicans,Orlando Magic,NOP,ORL
Wed Jan 18 2017,Toronto Raptors,89,Philadelphia 76ers,94,Philadelphia 76ers,Toronto Raptors,PHI,TOR
Wed Jan 18 2017,Indiana Pacers,106,Sacramento Kings,100,Indiana Pacers,Sacramento Kings,IND,SAC
Wed Jan 18 2017,Memphis Grizzlies,101,Washington Wizards,104,Washington Wizards,Memphis Grizzlies,WAS,MEM
Thu Jan 19 2017,Phoenix Suns,103,Cleveland Cavaliers,118,Cleveland Cavaliers,Phoenix Suns,CLE,PHX
Thu Jan 19 2017,Minnesota Timberwolves,104,Los Angeles Clippers,101,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC
Thu Jan 19 2017,Dallas Mavericks,95,Miami Heat,99,Miami Heat,Dallas Mavericks,MIA,DAL
Thu Jan 19 2017,Washington Wizards,113,New York Knicks,110,Washington Wizards,New York Knicks,WAS,NYK
Thu Jan 19 2017,Denver Nuggets,104,San Antonio Spurs,118,San Antonio Spurs,Denver Nuggets,SAS,DEN
Fri Jan 20 2017,Chicago Bulls,93,Atlanta Hawks,102,Atlanta Hawks,Chicago Bulls,ATL,CHI
Fri Jan 20 2017,Toronto Raptors,78,Charlotte Hornets,113,Charlotte Hornets,Toronto Raptors,CHA,TOR
Fri Jan 20 2017,Utah Jazz,112,Dallas Mavericks,107,Utah Jazz,Dallas Mavericks,UTA,DAL
Fri Jan 20 2017,Golden State Warriors,125,Houston Rockets,108,Golden State Warriors,Houston Rockets,GSW,HOU
Fri Jan 20 2017,Indiana Pacers,95,Los Angeles Lakers,108,Los Angeles Lakers,Indiana Pacers,LAL,IND
Fri Jan 20 2017,Sacramento Kings,91,Memphis Grizzlies,107,Memphis Grizzlies,Sacramento Kings,MEM,SAC
Fri Jan 20 2017,Brooklyn Nets,143,New Orleans Pelicans,114,Brooklyn Nets,New Orleans Pelicans,BKN,NOP
Fri Jan 20 2017,Milwaukee Bucks,96,Orlando Magic,112,Orlando Magic,Milwaukee Bucks,ORL,MIL
Fri Jan 20 2017,Portland Trail Blazers,92,Philadelphia 76ers,93,Philadelphia 76ers,Portland Trail Blazers,PHI,POR
Sat Jan 21 2017,Philadelphia 76ers,93,Atlanta Hawks,110,Atlanta Hawks,Philadelphia 76ers,ATL,PHI
Sat Jan 21 2017,Portland Trail Blazers,127,Boston Celtics,123,Portland Trail Blazers,Boston Celtics,POR,BOS
Sat Jan 21 2017,Sacramento Kings,99,Chicago Bulls,102,Chicago Bulls,Sacramento Kings,CHI,SAC
Sat Jan 21 2017,Brooklyn Nets,105,Charlotte Hornets,112,Charlotte Hornets,Brooklyn Nets,CHA,BKN
Sat Jan 21 2017,San Antonio Spurs,118,Cleveland Cavaliers,115,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE
Sat Jan 21 2017,Los Angeles Clippers,98,Denver Nuggets,123,Denver Nuggets,Los Angeles Clippers,DEN,LAC
Sat Jan 21 2017,Washington Wizards,112,Detroit Pistons,113,Detroit Pistons,Washington Wizards,DET,WAS
Sat Jan 21 2017,Houston Rockets,119,Memphis Grizzlies,95,Houston Rockets,Memphis Grizzlies,HOU,MEM
Sat Jan 21 2017,Milwaukee Bucks,97,Miami Heat,109,Miami Heat,Milwaukee Bucks,MIA,MIL
Sat Jan 21 2017,Phoenix Suns,107,New York Knicks,105,Phoenix Suns,New York Knicks,PHX,NYK
Sat Jan 21 2017,Indiana Pacers,100,Utah Jazz,109,Utah Jazz,Indiana Pacers,UTA,IND
Sun Jan 22 2017,Los Angeles Lakers,73,Dallas Mavericks,122,Dallas Mavericks,Los Angeles Lakers,DAL,LAL
Sun Jan 22 2017,Denver Nuggets,108,Minnesota Timberwolves,111,Minnesota Timberwolves,Denver Nuggets,MIN,DEN
Sun Jan 22 2017,Golden State Warriors,118,Orlando Magic,98,Golden State Warriors,Orlando Magic,GSW,ORL
Sun Jan 22 2017,Phoenix Suns,115,Toronto Raptors,103,Phoenix Suns,Toronto Raptors,PHX,TOR
Mon Jan 23 2017,Los Angeles Clippers,115,Atlanta Hawks,105,Los Angeles Clippers,Atlanta Hawks,LAC,ATL
Mon Jan 23 2017,San Antonio Spurs,112,Brooklyn Nets,86,San Antonio Spurs,Brooklyn Nets,SAS,BKN
Mon Jan 23 2017,Washington Wizards,109,Charlotte Hornets,99,Washington Wizards,Charlotte Hornets,WAS,CHA
Mon Jan 23 2017,Sacramento Kings,109,Detroit Pistons,104,Sacramento Kings,Detroit Pistons,SAC,DET
